License Number,Business Name,DBA/Trade Name,Business Unique ID,Business Category,License Type,License Status,Initial Issuance Date,Expiration Date,Details,Contact Phone,Address Type,Building Number,Street1,Street2,Street3,Unit Type,Apt/Suite,City,State,ZIP Code,Borough,Community Board,Council District,BIN,BBL,NTA,Census Block (2010),Census Tract (2010),Latitude,Longitude
1400052-DCA,SHERMAN PARKING SYSTEMS INC.,,BA-1544135-2022,Garage & Parking Lot,Premises,Active,07/14/2011,03/31/2025,Vehicle Capacity: 50; Bicycle Capacity: 0,9149601795,Complete Address,361,E 161ST ST,,,,,BRONX,NY,10451,Bronx,203.0,17.0,2116977.0,2024080001.0,BX35,1006.0,141.0,40.8246,-73.915147
0926765-DCA,EDISON NY PARKING LLC,,BA-1190702-2022,Garage & Parking Lot,Premises,Active,03/28/1997,03/31/2025,Vehicle Capacity: 145; Bicycle Capacity: 15,2124636000,Complete Address,160,LIVINGSTON ST,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3255604.0,3001640001.0,BK38,1012.0,37.0,40.69037,-73.987668
1474717-DCA,"IMPERIAL PARKING (U.S.), LLC",,BA-1334471-2022,Garage & Parking Lot,Premises,Active,10/03/2013,03/31/2025,Vehicle Capacity: 202; Bicycle Capacity: 20,2129378660,Complete Address,101,BEDFORD AVENUE,,,,,BROOKLYN,NY,11211,Brooklyn,301.0,33.0,3251727.0,3022910001.0,BK73,1001.0,517.0,40.7203,-73.955068
0963959-DCA,"53-10 ASSOCIATES, LLC",,BA-1107896-2022,Garage & Parking Lot,Premises,Active,08/16/2006,03/31/2025,Vehicle Capacity: 198; Bicycle Capacity: 20,2124730135,Complete Address,792,10 AVENUE,,,,,NEW YORK,NY,10019,Manhattan,104.0,3.0,1026754.0,1010630001.0,MN15,4000.0,133.0,40.76673,-73.990285
1010041-DCA,130 EAST 18TH GARAGE CORP.,,BA-1117528-2022,Garage & Parking Lot,Premises,Active,05/21/1999,03/31/2025,Vehicle Capacity: 84; Bicycle Capacity: 8,2126744230,Complete Address,130,EAST   18 STREET,,,,,NEW YORK,NY,10003,Manhattan,106.0,2.0,1017843.0,1008730019.0,MN21,5000.0,50.0,40.73633,-73.986667
1266177-DCA,100 ML GARAGE CORP.,,BA-1119784-2022,Garage & Parking Lot,Premises,Active,03/24/2009,03/31/2025,Vehicle Capacity: 67; Bicycle Capacity: 7,6464499840,Complete Address,100,MAIDEN LANE,,,,,NEW YORK,NY,10038,Manhattan,101.0,1.0,1001014.0,1000420001.0,MN25,1004.0,7.0,40.70687,-74.00699
2043525-DCA,MYRTLE AVE PARKING LLC,,BA-1382832-2022,Garage & Parking Lot,Premises,Active,09/12/2016,03/31/2025,Vehicle Capacity: 98; Bicycle Capacity: 10,5163016061,Complete Address,5960,DECATUR STREET,,,,,RIDGEWOOD,NY,11385,Queens,405.0,34.0,4458766.0,4035900105.0,QN20,2002.0,557.0,40.6998,-73.896181
1340500-DCA,CITY FUELS LLC,,BA-1199453-2022,Garage & Parking Lot,Premises,Active,12/08/2009,03/31/2025,Vehicle Capacity: 9; Bicycle Capacity: 0,2127400001,Complete Address,4353,BROADWAY,,,,,NEW YORK,NY,10033,Manhattan,112.0,10.0,1064428.0,1021800140.0,MN35,4000.0,271.0,40.85335,-73.934132
1425382-DCA,34 NORTH 7TH PARKING CORP.,,BA-981702-2022,Garage & Parking Lot,Premises,Active,03/15/2013,03/31/2025,Vehicle Capacity: 142; Bicycle Capacity: 14,2127367171,Complete Address,34,NORTH    7 STREET,,,,,BROOKLYN,NY,11249,Brooklyn,301.0,33.0,3397391.0,3023247502.0,BK73,1000.0,555.0,40.72053,-73.962056
0368322-DCA,CAROLE STORAGE CORPORATION,,BA-1205745-2022,Garage & Parking Lot,Premises,Active,04/04/1997,03/31/2025,Vehicle Capacity: 92; Bicycle Capacity: 9,212-753-6116,Complete Address,777,3 AVENUE,,,,,NEW YORK,NY,10017,Manhattan,106.0,4.0,1038000.0,1013220001.0,MN19,5000.0,90.0,40.75466,-73.971598
0368610-DCA,"KRD REALTY CO., INC.",,BA-1301798-2022,Garage & Parking Lot,Premises,Active,03/11/1997,03/31/2025,Vehicle Capacity: 58; Bicycle Capacity: 5,2122658189,Complete Address,330,WEST   45 STREET,,,,,NEW YORK,NY,10036,Manhattan,104.0,3.0,1024995.0,1010350047.0,MN15,4000.0,121.0,40.75959,-73.989431
1382731-DCA,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,BA-1297779-2022,Garage & Parking Lot,Premises,Active,02/16/2011,03/31/2025,Vehicle Capacity: 2055; Bicycle Capacity: 39,8605227641,Complete Address,56-80,GREENWICH STREET,,,,,NEW YORK,NY,10006,Manhattan,101.0,1.0,1078977.0,1000180100.0,MN25,2003.0,13.0,40.70692,-74.014074
2018271-DCA,SP PLUS CORPORATION,,BA-1556264-2022,Garage & Parking Lot,Premises,Voided,02/12/2015,03/03/2024,Vehicle Capacity: 400; Bicycle Capacity: 22,2123217542,Complete Address,103,WARREN ST,,,,,NEW YORK,NY,10007,Manhattan,101.0,1.0,1087170.0,1001427501.0,MN24,2003.0,21.0,40.71601,-74.012048
2036650-DCA,IMPARK 1199 PA LLC,,BA-1319469-2022,Garage & Parking Lot,Premises,Active,04/27/2016,03/31/2025,Vehicle Capacity: 74; Bicycle Capacity: 8,212-937-8660,Complete Address,1199,PARK AVE,,,,,NEW YORK,NY,10128,Manhattan,108.0,5.0,1048412.0,1015230001.0,MN40,4001.0,15801.0,40.78534,-73.953424
1181124-DCA,200 EAST PARKING CORP.,,BA-1128681-2022,Garage & Parking Lot,Premises,Active,09/27/2004,03/31/2025,Vehicle Capacity: 118; Bicycle Capacity: 11,212-736-7171 X1014,Complete Address,1081,3 AVENUE,,,,,NEW YORK,NY,10065,Manhattan,108.0,5.0,1043866.0,1014180045.0,MN31,1000.0,110.0,40.76439,-73.9645
0427285-DCA,69 WARREN STREET PARKING CORPORATION,,BA-1076953-2022,Garage & Parking Lot,Premises,Active,03/11/1997,03/31/2025,Vehicle Capacity: 50; Bicycle Capacity: 0,2122335688,Complete Address,67,WARREN STREET,,,,,NEW YORK,NY,10007,Manhattan,101.0,1.0,1000000.0,1001320030.0,MN24,2004.0,21.0,40.71501,-74.009837
2042301-DCA,210 CENTRAL PARK SOUTH PARKING CORP.,,BA-1110947-2022,Garage & Parking Lot,Premises,Active,08/11/2016,03/31/2025,Vehicle Capacity: 25; Bicycle Capacity: 0,2127367171,Complete Address,210,CENTRAL PARK,,,STE,GARAGE,NEW YORK,NY,10019,Manhattan,164.0,6.0,1000000.0,1011110001.0,MN99,1020.0,143.0,40.78237,-73.965238
0369661-DCA,"CIRCLE LINE - SIGHTSEEING YACHTS, INC.",,BA-1193725-2022,Garage & Parking Lot,Premises,Active,04/03/1997,03/31/2025,Vehicle Capacity: 160; Bicycle Capacity: 16,2126308810,Complete Address,81,NORTH RIVER PIERS,,,,,NEW YORK,NY,10036,Manhattan,104.0,3.0,1087586.0,1011070005.0,MN13,1003.0,117.0,40.76176,-74.001473
2010024-DCA,MP WEST 97 LLC,,BA-1386277-2022,Garage & Parking Lot,Premises,Active,06/26/2014,03/31/2025,Vehicle Capacity: 147; Bicycle Capacity: 15,2124903460,Complete Address,120,WEST   97 STREET,,,,,MANHATTAN,NY,10025,Manhattan,107.0,7.0,1085591.0,1018510008.0,MN12,3000.0,181.0,40.79391,-73.96789
0889341-DCA,THOMPSON ST. PARKING CORP.,,BA-1561445-2022,Garage & Parking Lot,Premises,Active,03/25/1997,03/31/2025,Vehicle Capacity: 235; Bicycle Capacity: 20,2129299404,Complete Address,221,THOMPSON STREET,,,,,NEW YORK,NY,10012,Manhattan,102.0,1.0,1008677.0,1005390023.0,MN23,5000.0,65.0,40.72915,-73.999076
1386548-DCA,"ALLIED 60 BAY STREET, LLC",,BA-1130135-2022,Garage & Parking Lot,Premises,Active,04/05/2011,03/31/2025,Vehicle Capacity: 198; Bicycle Capacity: 19,7182633800,Complete Address,60,BAY STREET,,,,,STATEN ISLAND,NY,10301,Staten Island,501.0,49.0,5000025.0,5000050051.0,SI22,2002.0,3.0,40.64056,-74.07569
1437468-DCA,"W K PARKING, CORP",,BA-1555262-2022,Garage & Parking Lot,Premises,Active,07/14/2012,03/31/2025,Vehicle Capacity: 90; Bicycle Capacity: 9,9179390977,Complete Address,525,EAST   11 STREET,,,,,NEW YORK,NY,10009,Manhattan,103.0,2.0,1087059.0,1004057504.0,MN22,2000.0,34.0,40.72814,-73.98104
1470216-DCA,KK ENTERPRISE GROUP INC,,BA-1305284-2022,Garage & Parking Lot,Premises,Active,07/30/2013,03/31/2025,Vehicle Capacity: 31; Bicycle Capacity: 0,9173277488,Complete Address,554,W 182ND ST,,,,,NEW YORK,NY,10033,Manhattan,112.0,10.0,1063646.0,1021540013.0,MN35,4001.0,269.0,40.8495,-73.93239
1460704-DCA,ENTERPRISE 60TH STREET LLC,,BA-1199992-2022,Garage & Parking Lot,Premises,Active,03/29/2013,03/31/2025,Vehicle Capacity: 150; Bicycle Capacity: 15,2125643199,Complete Address,10,WEST END AVENUE,,,,,NEW YORK,NY,10023,Manhattan,107.0,6.0,1087651.0,1011517502.0,MN14,1001.0,147.0,40.77199,-73.990169
1470793-DCA,301-63 GARAGE LLC,,BA-1110943-2022,Garage & Parking Lot,Premises,Active,08/12/2013,03/31/2025,Vehicle Capacity: 39; Bicycle Capacity: 0,9173067100,Complete Address,301,EAST   63 STREET,,,,,NEW YORK,NY,10065,Manhattan,108.0,5.0,1044384.0,1014380001.0,MN31,4000.0,110.0,40.76306,-73.962367
0469197-DCA,333 West 46th St Corp,,BA-1117975-2022,Garage & Parking Lot,Premises,Active,03/12/1997,03/31/2025,Vehicle Capacity: 95; Bicycle Capacity: 9,2122658189,Complete Address,327,WEST   46 STREET,,,,,NEW YORK,NY,10036,Manhattan,104.0,3.0,1090937.0,1010370015.0,MN15,2001.0,127.0,40.7602,-73.988871
1461171-DCA,CHAMPION PARKING 230 LLC,,BA-1218266-2022,Garage & Parking Lot,Premises,Active,04/01/2013,03/31/2025,Vehicle Capacity: 109; Bicycle Capacity: 11,2123085959,Complete Address,230,WEST   55 STREET,,,,,NEW YORK,NY,10019,Manhattan,105.0,6.0,1078861.0,1010267502.0,MN17,3002.0,137.0,40.76489,-73.982607
2028691-DCA,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ,BA-1310728-2022,Garage & Parking Lot,Premises,Active,09/22/2015,03/31/2025,Vehicle Capacity: 66; Bicycle Capacity: 6,8605227641,Complete Address,501,EAST   87 STREET,,,,,NEW YORK,NY,10128,Manhattan,108.0,5.0,1051312.0,1015840001.0,MN32,4002.0,14402.0,40.77646,-73.946271
2016406-DCA,SJS 39 AVENUE PARKING LLC,,BA-1547571-2022,Garage & Parking Lot,Premises,Active,12/12/2014,03/31/2025,Vehicle Capacity: 126; Bicycle Capacity: 13,718-886-4035,Complete Address,3907,PRINCE STREET,,,,,FLUSHING,NY,11354,Queens,407.0,20.0,4112321.0,4049767501.0,QN22,2011.0,871.0,40.75954,-73.832255
1221665-DCA,"SWEETS PARKING I, INC.",,BA-1563607-2022,Garage & Parking Lot,Premises,Active,03/23/2006,03/31/2025,Vehicle Capacity: 116; Bicycle Capacity: 11,2127533100,Complete Address,437,MADISON AVENUE,,,,,NEW YORK,NY,10022,Manhattan,105.0,4.0,1035455.0,1012850021.0,MN17,1013.0,102.0,40.75752,-73.975827
0365792-DCA,"CARMEL GARAGE, INC.",,BA-1231828-2022,Garage & Parking Lot,Premises,Active,04/15/1997,03/31/2025,Vehicle Capacity: 80; Bicycle Capacity: 8,718-544-2322,Complete Address,6861,YELLOWSTONE BOULEVARD,,,,,FOREST HILLS,NY,11375,Queens,406.0,29.0,4052232.0,4022110001.0,QN17,1002.0,739.0,40.72497,-73.84731
1413026-DCA,420 EAST 51ST PARKING PARTNERS LLC,,BA-1071303-2022,Garage & Parking Lot,Premises,Active,11/04/2011,03/31/2025,Vehicle Capacity: 105; Bicycle Capacity: 11,2128387565,Complete Address,420,EAST   51 STREET,,,,,NEW YORK,NY,10022,Manhattan,106.0,4.0,1040114.0,1013620041.0,MN19,4002.0,8603.0,40.75418,-73.964942
2010019-DCA,MP WEST 97 LLC,,BA-1447889-2022,Garage & Parking Lot,Premises,Active,06/26/2014,03/31/2025,Vehicle Capacity: 21; Bicycle Capacity: 0,2124903460,Complete Address,135,WEST   96 STREET,,,,,NEW YORK,NY,10025,Manhattan,107.0,7.0,1085589.0,1018510008.0,MN12,3000.0,181.0,40.79333,-73.968638
1192245-DCA,231 EAST 94TH STREET PARKING LLC,,BA-1104747-2022,Garage & Parking Lot,Premises,Active,04/01/2005,03/31/2025,Vehicle Capacity: 390; Bicycle Capacity: 22,2128887400,Complete Address,231,E 94TH ST,,,,,NEW YORK,NY,10128,Manhattan,108.0,5.0,1049219.0,1015400014.0,MN32,3001.0,15601.0,40.78355,-73.949461
1461260-DCA,IMPERIAL PARKING US LLC,IMPARK,BA-1310108-2022,Garage & Parking Lot,Premises,Active,04/04/2013,03/31/2025,Vehicle Capacity: 1790; Bicycle Capacity: 36,2129378660,Place (Landmark),41,SEAVER WAY,,,,,CORONA,NY,11368,Queens,481.0,21.0,4536844.0,4017870020.0,QN99,1041.0,38302.0,40.75807,-73.844628
1323991-DCA,SP PLUS CORPORATION,,BA-1544571-2022,Garage & Parking Lot,Premises,Voided,06/29/2009,03/31/2025,Vehicle Capacity: 140; Bicycle Capacity: 14,2123217542,Complete Address,40,WEST   57 STREET,,,,,NEW YORK,NY,10019,Manhattan,105.0,4.0,1035057.0,1012720063.0,MN17,1003.0,11201.0,40.76354,-73.975352
1470158-DCA,RYER PARKING LLC,,BA-1541322-2022,Garage & Parking Lot,Premises,Active,07/26/2013,03/31/2025,Vehicle Capacity: 40; Bicycle Capacity: 0,6463771900,Complete Address,2346,RYER AVE,,,,,BRONX,NY,10458,Bronx,205.0,15.0,2013568.0,2031510020.0,BX40,3000.0,38301.0,40.8582,-73.898598
0367195-DCA,NEW YORK PARKING 51ST STREET CORP.,,BA-1438111-2022,Garage & Parking Lot,Premises,Active,03/28/1997,03/31/2025,Vehicle Capacity: 54; Bicycle Capacity: 5,212-308-5959,Complete Address,251,EAST   51 STREET,,,,,MANHATTAN,NY,10022,Manhattan,106.0,4.0,1038472.0,1013250024.0,MN19,2001.0,98.0,40.75598,-73.969171
2020399-DCA,AP ETON MANAGEMENT LLC,,BA-1125419-2022,Garage & Parking Lot,Premises,Active,04/02/2015,03/31/2025,Vehicle Capacity: 53; Bicycle Capacity: 5,2128795969,Complete Address,345,EAST   81 STREET,,,,,NEW YORK,NY,10028,Manhattan,108.0,5.0,1049854.0,1015440019.0,MN32,5000.0,138.0,40.77418,-73.952952
1328217-DCA,WILLBE PARKING LLC,,BA-1554168-2022,Garage & Parking Lot,Premises,Active,08/05/2009,03/31/2025,Vehicle Capacity: 30; Bicycle Capacity: 0,2122604305,Complete Address,318,EAST   15 STREET,,,,,NEW YORK,NY,10003,Manhattan,106.0,2.0,1020414.0,1009210051.0,MN21,5002.0,48.0,40.73259,-73.983417
0851982-DCA,132 WEST 56TH ST. GARAGE CORP.,,BA-1109174-2022,Garage & Parking Lot,Premises,Active,04/14/1997,03/31/2025,Vehicle Capacity: 105; Bicycle Capacity: 10,2128887400,Complete Address,156,WEST   56 STREET,,,,,NEW YORK,NY,10019,Manhattan,105.0,6.0,1076177.0,1010087503.0,MN17,6000.0,137.0,40.76454,-73.979813
1409325-DCA,SRENIK INC.-BP GAS STATION #8989519,"1379 HALSEY ST. , BROOKLYN NY 11237-6102",BA-1556715-2022,Garage & Parking Lot,Premises,Active,10/03/2011,03/31/2025,Vehicle Capacity: 30; Bicycle Capacity: 0,7183811089,Complete Address,1379,HALSEY ST,,,,,BROOKLYN,NY,11237,Brooklyn,304.0,37.0,3078715.0,3034070039.0,BK77,1005.0,439.0,40.69576,-73.905376
2020001-DCA,44 ELIZABETH STREET PARKING CORP,,BA-1126248-2022,Garage & Parking Lot,Premises,Active,03/25/2015,03/31/2025,Vehicle Capacity: 147; Bicycle Capacity: 15,,Complete Address,44,ELIZABETH STREET,,,,,NEW YORK,NY,10013,Manhattan,102.0,1.0,1002604.0,1002030005.0,MN24,2002.0,41.0,40.71691,-73.996746
0959098-DCA,"COPLEY ASSOCIATES, LLC",COPLEY GARAGE,BA-1190839-2022,Garage & Parking Lot,Premises,Active,04/23/1997,03/31/2025,Vehicle Capacity: 57; Bicycle Capacity: 5,212-888-7400,Complete Address,2000,BROADWAY,,,,,NEW YORK,NY,10023,Manhattan,107.0,6.0,1070362.0,1011407502.0,MN14,2000.0,153.0,40.77561,-73.982149
1180979-DCA,9 WEST 35TH STREET LLC,MEYERS PARKING,BA-1127331-2022,Garage & Parking Lot,Premises,Active,09/24/2004,03/31/2025,Vehicle Capacity: 225; Bicycle Capacity: 20,2125025490,Complete Address,9,WEST   35 STREET,,,,,NEW YORK,NY,10001,Manhattan,105.0,4.0,1015896.0,1008370030.0,MN17,2005.0,84.0,40.74939,-73.984744
1313013-DCA,WEST 122ND STREET GARAGE LLC,,BA-1544821-2022,Garage & Parking Lot,Premises,Active,04/01/2009,03/31/2025,Vehicle Capacity: 180; Bicycle Capacity: 18,212-961-1091,Complete Address,532,SEMINARY ROW,,,,,NEW YORK,NY,10027,Manhattan,109.0,7.0,1059667.0,1019760056.0,MN09,1000.0,203.0,40.81143,-73.960198
0693530-DCA,"VALDES, LUIS",,BA-1517345-2022,Garage & Parking Lot,Premises,Active,03/24/1997,03/31/2025,Vehicle Capacity: 50; Bicycle Capacity: 0,2125670706,Complete Address,584,ACADEMY STREET,,,,,NEW YORK,NY,10034,Manhattan,112.0,10.0,1064752.0,1022200023.0,MN01,5000.0,291.0,40.86391,-73.92346
1379517-DCA,ENTERPRISE ANN PARKING LLC,,BA-1196931-2022,Garage & Parking Lot,Premises,Active,12/22/2010,03/31/2025,Vehicle Capacity: 276; Bicycle Capacity: 21,2127143571,Complete Address,57,ANN ST,,,,,NEW YORK,NY,10038,Manhattan,101.0,1.0,1001270.0,1000920010.0,MN25,1007.0,1501.0,40.7102,-74.006626
0427085-DCA,FREMAN GARAGE CORP.,MONTERAY GARAGE,BA-1239895-2022,Garage & Parking Lot,Premises,Active,06/01/1995,03/31/2025,Vehicle Capacity: 150; Bicycle Capacity: 15,2127244600,Complete Address,137,WEST   89 STREET,,,,,NEW YORK,NY,10024,Manhattan,107.0,6.0,1032435.0,1012200010.0,MN12,3000.0,173.0,40.78891,-73.971915
2001457-DCA,CHAMPION PARKING MIDTOWN LLC,,BA-1198669-2022,Garage & Parking Lot,Premises,Active,12/10/2013,03/31/2025,Vehicle Capacity: 86; Bicycle Capacity: 10,212-308-5959,Complete Address,224,EAST   39 STREET,,,,,NEW YORK,NY,10016,Manhattan,106.0,4.0,1020361.0,1009190042.0,MN20,1000.0,78.0,40.7484,-73.974747
1452517-DCA,ANNE MARIE CICCIU INC.,,BA-1130044-2022,Garage & Parking Lot,Premises,Active,12/19/2012,03/31/2025,Vehicle Capacity: 20; Bicycle Capacity: 0,2126895146,Complete Address,2338,CAMBRELENG AVENUE,,,,,BRONX,NY,10458,Bronx,206.0,15.0,2000000.0,2030890022.0,BX06,2000.0,391.0,40.85363,-73.885679
1079092-DCA,"IMPACT CAR PARK, LLC",,BA-1309555-2022,Garage & Parking Lot,Premises,Active,08/18/2011,03/31/2025,Vehicle Capacity: 839; Bicycle Capacity: 28,2122216111,Complete Address,333,W 26TH ST,,,,,NEW YORK,NY,10001,Manhattan,104.0,3.0,1082795.0,1007510001.0,MN13,3000.0,97.0,40.74779,-73.998466
1151780-DCA,"BROOK PARKING GARAGE, INC.",,BA-1126558-2022,Garage & Parking Lot,Premises,Active,09/16/2003,03/31/2025,Vehicle Capacity: 64; Bicycle Capacity: 6,7185888328,Complete Address,420,E 167TH ST,,,,,BRONX,NY,10456,Bronx,203.0,16.0,2129537.0,2023920071.0,BX14,1001.0,143.0,40.83044,-73.909644
1445860-DCA,"EDISON NY PARKING, LLC",,BA-1225562-2022,Garage & Parking Lot,Premises,Active,09/25/2012,03/31/2025,Vehicle Capacity: 225; Bicycle Capacity: 20,3477285044,Complete Address,270,DYCKMAN ST,,,,,NEW YORK,NY,10034,Manhattan,112.0,10.0,1065049.0,1022460043.0,MN35,1016.0,287.0,40.86688,-73.928905
1102349-DCA,IMPARK 125 LLC,IMPARK,BA-1330004-2022,Garage & Parking Lot,Premises,Active,07/05/2005,03/31/2025,Vehicle Capacity: 60; Bicycle Capacity: 6,3472733569,Complete Address,215,WEST  125 STREET,,,,,NEW YORK,NY,10027,Manhattan,110.0,9.0,1058659.0,1019310021.0,MN11,1000.0,222.0,40.80926,-73.948979
1192968-DCA,QUIK PARK YORK AVENUE LLC,,BA-1391501-2022,Garage & Parking Lot,Premises,Expired,03/01/2013,03/31/2023,Vehicle Capacity: 180; Bicycle Capacity: 18,2126869800,Complete Address,400,E 71ST ST,,,,,NEW YORK,NY,10021,Manhattan,108.0,5.0,1045808.0,1014650001.0,MN31,4000.0,124.0,40.76697,-73.956163
1247511-DCA,LIC OPERATING 49 LLC,,BA-1281958-2022,Garage & Parking Lot,Premises,Active,06/08/2007,03/31/2025,Vehicle Capacity: 30; Bicycle Capacity: 0,,Complete Address,3015,48TH AVE,,,,,LONG IS CITY,NY,11101,Queens,402.0,26.0,4436700.0,4002830001.0,QN31,1007.0,199.0,40.7414,-73.937497
1333128-DCA,2721 NEIGHBORHOOD PARKING LOT CORP.,,BA-1111177-2022,Garage & Parking Lot,Premises,Active,09/15/2009,03/31/2025,Vehicle Capacity: 75; Bicycle Capacity: 0,347-427-7606,Complete Address,2721,BRONXWOOD AVENUE,,,,,BRONX,NY,10469,Bronx,211.0,13.0,2053813.0,2045140044.0,BX07,4000.0,340.0,40.8665,-73.861545
1312853-DCA,420 EAST 53RD PARKING LLC,,BA-1103564-2022,Garage & Parking Lot,Premises,Active,03/31/2009,03/31/2025,Vehicle Capacity: 270; Bicycle Capacity: 20,2127595290,Complete Address,420,EAST   53 STREET,,,,,NEW YORK,NY,10022,Manhattan,106.0,4.0,1078258.0,1013640005.0,MN19,2000.0,8603.0,40.75547,-73.964136
1205557-DCA,DEB PARKING LLC,,BA-1259468-2022,Garage & Parking Lot,Premises,Active,08/03/2005,03/31/2025,Vehicle Capacity: 140; Bicycle Capacity: 14,2127143571,Complete Address,300,WEST  135 STREET,,,,,NEW YORK,NY,10030,Manhattan,110.0,9.0,1087286.0,1019597501.0,MN03,2006.0,22102.0,40.81652,-73.946621
0692570-DCA,RIVERBAY CORPORATION,,BA-1557185-2022,Garage & Parking Lot,Premises,Active,04/14/1997,03/31/2025,Vehicle Capacity: 1361; Bicycle Capacity: 31,7183203391,Complete Address,99,CARVER LOOP,,,UNIT,,BRONX,NY,10475,Bronx,210.0,12.0,2072368.0,2051410600.0,BX13,4004.0,46201.0,40.87793,-73.825537
2044110-DCA,340 EAST 74TH STREET PARKING CORP,,BA-1123889-2022,Garage & Parking Lot,Premises,Active,09/26/2016,03/31/2025,Vehicle Capacity: 38; Bicycle Capacity: 0,2127367171,Complete Address,340,EAST   74 STREET,,,,,NEW YORK,NY,10021,Manhattan,108.0,5.0,1044913.0,1014487501.0,MN31,6000.0,126.0,40.76968,-73.956378
1343912-DCA,"PHOENIX REALTY GROUP, LLC",,BA-1443075-2022,Garage & Parking Lot,Premises,Active,01/28/2010,03/31/2025,Vehicle Capacity: 29; Bicycle Capacity: 0,3472423710,Complete Address,4102,QUEENS BOULEVARD,,,,,SUNNYSIDE,NY,11104,Queens,402.0,26.0,4536861.0,4001927501.0,QN31,2002.0,18102.0,40.74331,-73.923277
2038683-DCA,MD CBD 180 FRANKLIN LLC,,BA-1438634-2022,Garage & Parking Lot,Premises,Active,06/06/2016,03/31/2025,Vehicle Capacity: 59; Bicycle Capacity: 6,7182633800,Complete Address,180,FRANKLIN AVENUE,,,,,BROOKLYN,NY,11205,Brooklyn,303.0,33.0,3413708.0,3019120040.0,BK69,2002.0,235.0,40.69328,-73.957791
0928867-DCA,"ALLIED AUSTIN CO., L.P.",,BA-1089709-2022,Garage & Parking Lot,Premises,Active,02/23/1996,03/31/2025,Vehicle Capacity: 183; Bicycle Capacity: 12,7182633800,Complete Address,6940,AUSTIN ST,,,,,FOREST HILLS,NY,11375,Queens,406.0,29.0,4077469.0,4032340150.0,QN17,2000.0,711.0,40.72126,-73.84782
2025581-DCA,MP HUNTER 50 LLC,,BA-1455233-2022,Garage & Parking Lot,Premises,Active,07/13/2015,03/31/2025,Vehicle Capacity: 267; Bicycle Capacity: 21,2124903460,Complete Address,1-50,50 AVENUE,,,,,LONG ISLAND CITY,NY,11101,Queens,402.0,26.0,4541370.0,4000067502.0,QN31,1011.0,1.0,40.74364,-73.958878
0942362-DCA,"WYCKOFF PARKING, INC.",,BA-1561443-2022,Garage & Parking Lot,Premises,Active,03/11/1997,03/31/2025,Vehicle Capacity: 50; Bicycle Capacity: 0,7189516281,Complete Address,343,HIMROD ST,,,,,BROOKLYN,NY,11237,Brooklyn,304.0,37.0,3000000.0,3032700024.0,BK77,3001.0,443.0,40.70247,-73.917535
1469881-DCA,"WEAP HOLDINGS, LLC",,BA-1515760-2022,Garage & Parking Lot,Premises,Active,07/24/2013,03/31/2025,Vehicle Capacity: 76; Bicycle Capacity: 8,2129299404,Complete Address,200,WEST END AVENUE,,,,,NEW YORK,NY,10023,Manhattan,107.0,6.0,1030352.0,1011587506.0,MN14,6000.0,155.0,40.77819,-73.985196
1376369-DCA,220 MADISON GARAGE CORP,,BA-1113487-2022,Garage & Parking Lot,Premises,Active,11/08/2010,03/31/2025,Vehicle Capacity: 42; Bicycle Capacity: 0,2127367171,Complete Address,220,MADISON AVENUE,,,,,NEW YORK,NY,10016,Manhattan,105.0,4.0,1017187.0,1008660064.0,MN20,2001.0,82.0,40.74922,-73.981911
0368506-DCA,GEMA PARKING CORP.,,BA-1233358-2022,Garage & Parking Lot,Premises,Active,02/15/1995,03/31/2025,Vehicle Capacity: 44; Bicycle Capacity: 0,2124774043,Complete Address,333,EAST   14 STREET,,,,,NEW YORK,NY,10003,Manhattan,106.0,2.0,1020402.0,1009210019.0,MN21,5002.0,48.0,40.73172,-73.983424
2010013-DCA,MP WEST 97 LLC,,BA-1414913-2022,Garage & Parking Lot,Premises,Active,06/26/2014,03/31/2025,Vehicle Capacity: 147; Bicycle Capacity: 14,2124903460,Complete Address,122,WEST   97 STREET,,,,,NEW YORK,NY,10025,Manhattan,107.0,7.0,1085591.0,1018510008.0,MN12,3000.0,181.0,40.79394,-73.967955
1250870-DCA,"88TH STREET REALTY, L.P.",,BA-1112105-2022,Garage & Parking Lot,Premises,Active,03/28/2007,03/31/2025,Vehicle Capacity: 136; Bicycle Capacity: 14,2125358670,Complete Address,1675,YORK AVENUE,,,,,NEW YORK,NY,10128,Manhattan,108.0,5.0,1050621.0,1015680021.0,MN32,5000.0,14402.0,40.77739,-73.946071
0926763-DCA,EDISON NY PARKING LLC,,BA-1197079-2022,Garage & Parking Lot,Premises,Active,03/11/1997,03/31/2025,Vehicle Capacity: 72; Bicycle Capacity: 7,2122261981,Complete Address,167,FRONT ST,,,,,NEW YORK,NY,10038,Manhattan,101.0,1.0,1090744.0,1000720019.0,MN25,2011.0,1502.0,40.70615,-74.004952
1245679-DCA,525-535 GARAGE CORP.,,BA-1112607-2022,Garage & Parking Lot,Premises,Active,12/27/2006,03/31/2025,Vehicle Capacity: 40; Bicycle Capacity: 0,2127367171,Complete Address,525,EAST   86 STREET,,,,,NEW YORK,NY,10028,Manhattan,108.0,5.0,1051264.0,1015830012.0,MN32,4004.0,14402.0,40.77555,-73.946131
